"OwnId";"Landuse";"Field";"Plot";"OnFarm";"Irrigate";"Fertilised";"N_Natural";"Bottom";"PH";"PercClay";"PercSilt";"PercSand";"Class";"PercTotNitro";"PercSOC";"PercTotPhos";"BulkDensity";"Lat";"Long"
"153";"Offfarm INF";"6";"27";2;0;1;0;1;40;6.17;16.14;5.46;78.4;"";0.1;0.77;0.23;1.51;-8.234446;36.191858
"154";"Offfarm INF";"6";"27";2;0;1;0;1;50;6.18;13.14;4.46;82.4;"";0.06;0.19;0.03;1.81;-8.234446;36.191858
"155";"Offfarm INF";"6";"27";2;0;1;0;1;60;6.16;13.14;4.46;82.4;"";0.04;0.4;0.05;1.91;-8.234446;36.191858
"156";"Offfarm INF";"6";"28";3;0;1;0;1;20;5.96;30.14;15.46;54.4;"";0.12;2.54;0.08;0.99;-8.236535;36.192848
"157";"Offfarm INF";"6";"28";3;0;1;0;1;30;6.99;32.14;6.46;61.4;"";0.11;1.76;0.1;1.27;-8.236535;36.192848
"158";"Offfarm INF";"6";"28";3;0;1;0;1;40;6.92;26.14;1.46;72.4;"";0.01;0.92;0.08;1.66;-8.236535;36.192848
"159";"Offfarm INF";"6";"28";3;0;1;0;1;50;6.25;19.14;4.46;76.4;"";0.05;0.49;0.1;1.7;-8.236535;36.192848
"160";"Offfarm INF";"6";"28";3;0;1;0;1;60;6.16;17.14;19.46;63.4;"";0.03;0.4;0.1;1.99;-8.236535;36.192848
"161";"Offfarm INF";"6";"29";4;0;1;0;1;20;6.06;26.14;7.46;66.4;"";0.13;1.57;0.06;1.27;-8.235201;36.195122
"162";"Offfarm INF";"6";"29";4;0;1;0;1;30;6.04;24.14;5.46;70.4;"";0.06;0.89;0.06;1.54;-8.235201;36.195122
"163";"Offfarm INF";"6";"29";4;0;1;0;1;40;6.15;20.14;5.46;74.4;"";0.06;0.42;0.07;1.59;-8.235201;36.195122
"164";"Offfarm INF";"6";"29";4;0;1;0;1;50;6.11;17.14;9.46;73.4;"";0.05;0.31;0.09;1.68;-8.235201;36.195122
"165";"Offfarm INF";"6";"29";4;0;1;0;1;60;6.06;18.14;10.46;71.4;"";0.06;0.32;0.06;1.76;-8.235201;36.195122
"166";"Offfarm INF";"6";"30";5;0;1;0;1;20;5.61;18.14;1.46;80.4;"";0.13;0.21;0.07;0.91;-8.23769;36.19437
"167";"Offfarm INF";"6";"30";5;0;1;0;1;30;5.6;15.14;8.46;76.4;"";0.1;1.27;0.09;1.6;-8.23769;36.19437
"168";"Offfarm INF";"6";"30";5;0;1;0;1;40;5.64;14.14;7.46;78.4;"";0.08;0.48;0.06;1.6;-8.23769;36.19437
"169";"Offfarm INF";"6";"30";5;0;1;0;1;50;5.7;15.14;4.46;80.4;"";0.08;0.49;0.07;1.6;-8.23769;36.19437
"170";"Offfarm INF";"6";"30";5;0;1;0;1;60;5.65;20.14;9.46;70.4;"";0.04;0.73;0.11;1.54;-8.23769;36.19437
"171";"Offfarm NIF";"7";"31";1;0;0;1;1;20;5.24;13.24;6.64;80.12;"";0.04;0.58;0.01;1.69;-8.23838;36.180763
"172";"Offfarm NIF";"7";"31";1;0;0;1;1;30;5.31;13.24;6.64;80.12;"";0.03;0.27;0.05;1.65;-8.23838;36.180763
"173";"Offfarm NIF";"7";"31";1;0;0;1;1;40;5.65;15.24;5.64;79.12;"";0.05;0.34;0.07;1.64;-8.23838;36.180763
"174";"Offfarm NIF";"7";"31";1;0;0;1;1;50;5.64;14.24;4.64;81.12;"";0.03;0.22;0.03;1.67;-8.23838;36.180763
"175";"Offfarm NIF";"7";"31";1;0;0;1;1;60;5.75;15.24;3.64;81.12;"";0.03;2.81;0.01;1.69;-8.23838;36.180763
"176";"Offfarm NIF";"7";"32";2;0;0;1;1;20;5.65;13.24;7.64;79.12;"";0.04;0.47;0.02;1.58;-8.237079;36.180637
"177";"Offfarm NIF";"7";"32";2;0;0;1;1;30;5.94;13.24;7.64;79.12;"";0.08;0.26;0.03;1.82;-8.237079;36.180637
"178";"Offfarm NIF";"7";"32";2;0;0;1;1;40;6.04;18.24;6.64;75.12;"";0.06;0.25;0.01;1.81;-8.237079;36.180637
"179";"Offfarm NIF";"7";"32";2;0;0;1;1;50;5.58;19.24;6.64;74.12;"";0.03;0.54;0.01;1.84;-8.237079;36.180637
"180";"Offfarm NIF";"7";"32";2;0;0;1;1;60;5.91;21.24;6.64;72.12;"";0.11;1.74;0.02;1.78;-8.237079;36.180637
"181";"Offfarm NIF";"7";"33";3;0;0;1;1;20;5.51;14.24;6.64;79.12;"";0.06;0.73;0.06;1.48;-8.240572;36.180981
"182";"Offfarm NIF";"7";"33";3;0;0;1;1;30;5.57;16.24;5.64;78.12;"";0.06;0.56;0.05;1.71;-8.240572;36.180981
"183";"Offfarm NIF";"7";"33";3;0;0;1;1;40;5.7;16.24;4.64;79.12;"";0.03;2.2;0.03;1.66;-8.240572;36.180981
"184";"Offfarm NIF";"7";"33";3;0;0;1;1;50;5.73;17.24;4.64;78.12;"";0.03;0.19;0.03;1.63;-8.240572;36.180981
"185";"Offfarm NIF";"7";"33";3;0;0;1;1;60;5.81;13.24;7.64;79.12;"";0.08;0.12;0.03;1.76;-8.240572;36.180981
"186";"Offfarm NIF";"7";"34";4;0;0;1;1;20;5.25;12.24;7.64;80.12;"";0.08;0.95;0.03;1.58;-8.24463;36.181071
"187";"Offfarm NIF";"7";"34";4;0;0;1;1;30;5.61;11.24;7.64;81.12;"";0.04;0.53;0.04;1.75;-8.24463;36.181071
"188";"Offfarm NIF";"7";"34";4;0;0;1;1;40;5.9;11.24;7.64;81.12;"";0.08;0.27;0.03;1.82;-8.24463;36.181071
"189";"Offfarm NIF";"7";"34";4;0;0;1;1;50;5.6;15.24;3.64;81.12;"";0.04;0.3;0.02;1.82;-8.24463;36.181071
"190";"Offfarm NIF";"7";"34";4;0;0;1;1;60;5.39;18.24;1.64;80.12;"";0.03;0.15;0.01;1.83;-8.24463;36.181071
"191";"Offfarm NIF";"7";"35";5;0;0;1;1;20;5.34;16.24;9.64;74.12;"";0.11;1.13;0.04;1.42;-8.244477;36.178713
"192";"Offfarm NIF";"7";"35";5;0;0;1;1;30;5.5;18.24;9.64;72.12;"";0.08;0.95;0.09;1.56;-8.244477;36.178713
"193";"Offfarm NIF";"7";"35";5;0;0;1;1;40;5.88;17.24;9.64;73.12;"";0.09;0.47;0.05;1.87;-8.244477;36.178713
"194";"Offfarm NIF";"7";"35";5;0;0;1;1;50;6.13;19.24;9.64;71.12;"";0.06;0.12;0.06;1.86;-8.244477;36.178713
"195";"Offfarm NIF";"7";"35";5;0;0;1;1;60;5.92;24.32;9.28;66.4;"";0.07;0.29;0.05;1.8;-8.244477;36.178713
"196";"Offfarm NINF";"3";"36";1;0;0;0;1;20;5.57;26.32;15.28;58.4;"";0.15;3.28;0.11;1.28;-8.232674;36.187985
"197";"Offfarm NINF";"3";"36";1;0;0;0;1;30;5.54;22.32;11.28;66.4;"";0.12;0.48;0.08;1.66;-8.232674;36.187985
"198";"Offfarm NINF";"3";"36";1;0;0;0;1;40;5.7;18.32;5.28;76.4;"";0.07;0.1;0.14;1.59;-8.232674;36.187985
"199";"Offfarm NINF";"3";"36";1;0;0;0;1;50;5.67;14.32;5.28;80.4;"";0.04;0.25;0.16;1.68;-8.232674;36.187985
"200";"Offfarm NINF";"3";"36";1;0;0;0;1;60;6.11;12.32;5.28;82.4;"";0.06;0.24;0.08;1.56;-8.232674;36.187985
"201";"Offfarm NINF";"3";"37";2;0;0;0;1;20;5.45;20.32;13.28;66.4;"";0.11;1.06;0.04;1.62;-8.234193;36.187263
"202";"Offfarm NINF";"3";"37";2;0;0;0;1;30;5.16;19.32;12.28;68.4;"";0.08;1.04;0.03;1.71;-8.234193;36.187263
"203";"Offfarm NINF";"3";"37";2;0;0;0;1;40;5.17;23.04;5.28;71.68;"";0.06;1.12;0.03;1.75;-8.234193;36.187263
"204";"Offfarm NINF";"3";"37";2;0;0;0;1;50;5.5;22.04;7.28;70.68;"";0.06;1.62;0.02;1.83;-8.234193;36.187263
"205";"Offfarm NINF";"3";"37";2;0;0;0;1;60;5.14;22.04;5.28;72.68;"";0.06;0.3;0.16;2.06;-8.234193;36.187263
"206";"Offfarm NINF";"3";"38";3;0;0;0;1;20;5.68;13.04;3.28;83.68;"";0.09;0.84;0.06;1.71;-8.234177;36.18935
"207";"Offfarm NINF";"3";"38";3;0;0;0;1;30;4.84;22.04;8.28;69.68;"";0.06;0.58;0.06;1.69;-8.234177;36.18935
"208";"Offfarm NINF";"3";"38";3;0;0;0;1;40;5.45;13.04;3.28;83.68;"";0.03;0.15;0.06;1.77;-8.234177;36.18935
"209";"Offfarm NINF";"3";"38";3;0;0;0;1;50;5.67;11.04;4.28;84.68;"";0.02;0.01;0.02;1.84;-8.234177;36.18935
"210";"Offfarm NINF";"3";"38";3;0;0;0;1;60;5.83;11.04;1.28;87.68;"";0.03;0.02;0.06;2.01;-8.234177;36.18935
"211";"Offfarm NINF";"3";"39";4;0;0;0;1;20;5.13;13.04;4.28;82.68;"";0.1;1.13;0.07;1.01;-8.238723;36.190494
"212";"Offfarm NINF";"3";"39";4;0;0;0;1;30;5.43;10.04;3.28;86.68;"";0.04;0.38;0.08;1.19;-8.238723;36.190494
"213";"Offfarm NINF";"3";"39";4;0;0;0;1;40;5.43;9.04;5.28;85.68;"";0.02;0.12;0.08;1.09;-8.238723;36.190494
"214";"Offfarm NINF";"3";"39";4;0;0;0;1;50;5.66;9.04;4.28;86.68;"";0.02;0.24;0.04;1.62;-8.238723;36.190494
"215";"Offfarm NINF";"3";"39";4;0;0;0;1;60;5.57;10.04;2.28;87.68;"";0.02;0.2;0.1;1.77;-8.238723;36.190494
"216";"Offfarm NINF";"3";"40";5;0;0;0;1;20;5.15;9.04;17.28;73.68;"";0.03;0.68;0.11;1.25;-8.240519;36.191384
"217";"Offfarm NINF";"3";"40";5;0;0;0;1;30;5.15;22.04;10.28;67.68;"";0.09;0.78;0.02;1.21;-8.240519;36.191384
"218";"Offfarm NINF";"3";"40";5;0;0;0;1;40;5.48;21.04;7.28;71.68;"";0.06;0.16;0.04;1.46;-8.240519;36.191384
"219";"Offfarm NINF";"3";"40";5;0;0;0;1;50;5.41;28.04;10.28;61.68;"";0.06;0.35;0.03;1.53;-8.240519;36.191384
"220";"Offfarm NINF";"3";"40";5;0;0;0;1;60;5.95;26.04;4.28;69.68;"";0.06;0.27;0.09;1.76;-8.240519;36.191384
